Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2018-12-06,0.8,0.75,0.8,0.9,0.8,0.8,0.81,<1
DEL18DT,2018-12-22,0.75,0.75,0.75,0.8,0.8,0.75,0.77,<1
DEL18DT,2019-01-30,0.7,0.75,0.7,0.65,0.6,0.65,0.68,E4
DEL18DT,2019-01-27,,,0.7,0.65,0.75,0.65,0.69,E3
DEL18DT,2019-01-11,0.7,0.75,0.7,0.7,0.75,0.7,0.72,<1
DEL18DT,2019-01-10,0.65,0.65,0.7,0.6,0.7,0.65,0.66,E2
DEL18DT,2019-01-07,0.8,0.8,0.75,0.6,0.7,0.65,0.72,<1
DEL18DT,2019-01-02,0.7,0.65,0.65,0.7,0.75,0.7,0.69,E2
DEL18DT,2019-01-20,0.7,0.7,0.8,0.75,0.75,0.65,0.73,E3
DEL18DT,2019-01-17,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
DEL18DT,2019-01-23,0.55,0.6,0.7,0.65,0.65,0.6,0.63,E3
DEL18DT,2019-01-25,0.65,0.65,0.65,0.65,0.65,0.6,0.64,E6
DEL18DT,2019-01-28,0.7,0.7,0.6,0.65,0.8,0.7,0.69,E5
DEL18DT,2019-01-13,,,0.9,0.7,0.7,0.7,0.75,E1
DEL18DT,2019-01-09,0.65,0.65,0.7,0.65,0.65,0.7,0.67,E1
DEL18DT,2019-01-03,0.7,0.65,0.65,0.7,0.65,0.65,0.67,E1
DEL18DT,2019-01-05,0.8,0.75,0.65,0.65,0.7,0.7,0.71,E1
DEL18DT,2019-01-15,0.6,0.65,0.65,0.65,0.6,0.6,0.63,<1
DEL18DT,2019-01-12,1,,0.7,1.1,0.9,0.65,0.87,E1
DEL18DT,2019-01-31,0.65,0.65,0.7,0.7,0.7,0.65,0.68,E6
DEL18DT,2019-01-06,0.7,0.65,0.7,0.8,0.75,0.75,0.73,<1
DEL18DT,2019-01-19,0.6,0.6,0.65,0.65,0.65,0.75,0.65,E1
DEL18DT,2019-01-08,0.65,0.65,0.7,0.65,0.6,0.65,0.65,<1
DEL18DT,2019-01-22,0.65,0.6,0.7,0.6,0.6,0.6,0.63,<1
DEL18DT,2019-01-14,0.75,0.7,0.65,0.65,0.7,0.65,0.68,<1
DEL18DT,2019-01-24,0.65,0.6,0.6,0.6,0.6,0.7,0.63,E6
DEL18DT,2019-01-18,0.6,0.6,0.65,0.6,0.6,0.6,0.61,<1
DEL18DT,2019-01-01,0.7,0.7,0.7,0.65,0.85,0.75,0.73,E1
DEL18DT,2019-01-04,0.7,0.65,0.65,0.7,0.75,0.8,0.71,<1
DEL18DT,2019-01-26,,,0.65,0.65,0.65,0.7,0.66,E5
DEL18DT,2019-01-21,0.7,0.6,0.65,0.7,0.6,0.7,0.66,E1
DEL18DT,2019-01-16,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
DEL18DT,2019-01-29,0.7,0.75,0.75,0.75,0.75,0.85,0.76,<1
DEL18DT,2019-02-01,0.7,0.7,0.75,0.75,0.75,0.75,0.73,E4
DEL18DT,2019-02-02,0.9,0.75,0.85,0.75,0.7,0.65,0.74,E3
DEL18DT,2019-02-03,0.6,0.6,0.7,0.7,0.7,0.7,0.67,E3
DEL18DT,2019-02-04,0.7,0.7,0.65,0.7,0.7,0.65,0.68,E1
DEL18DT,2019-02-05,0.7,0.65,0.7,0.6,0.65,0.65,0.66,<1
DEL18DT,2019-02-06,0.65,0.65,0.7,0.65,0.7,0.7,0.68,E1
DEL18DT,2019-02-07,0.65,0.6,0.65,0.65,0.7,0.7,0.66,<1
DEL18DT,2019-02-08,0.7,0.7,0.7,0.65,0.8,0.6,0.69,E1
DEL18DT,2019-02-09,0.65,0.6,0.6,0.65,0.65,0.65,0.63,E4
DEL18DT,2019-02-10,0.65,0.65,0.7,0.65,0.7,0.6,0.66,E1
DEL18DT,2019-02-11,0.7,0.65,0.8,0.65,0.8,0.6,0.7,E1
DEL18DT,2019-02-12,0.75,0.75,0.8,0.9,1,1,0.87,E2
DEL18DT,2019-02-13,1,0.95,0.85,0.8,0.8,0.8,0.87,<1
DEL18DT,2019-02-14,0.85,0.8,0.75,0.7,0.65,0.7,0.74,E1
DEL18DT,2019-02-15,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E1
DEL18DT,2019-02-16,0.75,0.7,0.65,0.7,0.7,0.7,0.7,E8
DEL18DT,2019-02-17,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E7
DEL18DT,2019-02-18,0.7,0.65,0.7,0.55,0.65,0.75,0.67,E7
DEL18DT,2019-02-19,0.65,0.65,0.7,0.75,0.8,0.7,0.71,E8
DEL18DT,2019-02-20,0.75,0.65,0.75,0.7,0.7,0.75,0.72,E3
DEL18DT,2019-02-21,0.75,0.65,0.75,0.7,0.7,0.65,0.7,E3
DEL18DT,2019-02-22,0.75,0.75,0.75,0.75,0.75,0.65,0.73,E9
DEL18DT,2019-02-23,0.7,0.65,0.7,0.65,0.65,0.7,0.68,E9
DEL18DT,2019-02-24,0.7,0.75,0.8,1,0.85,0.85,0.83,E4
DEL18DT,2019-02-25,0.95,0.85,0.8,0.8,0.7,0.75,0.81,E6
DEL18DT,2019-02-26,0.75,0.8,0.75,0.7,0.8,0.85,0.78,E4
DEL18DT,2019-02-27,0.8,0.75,0.8,0.95,0.95,0.8,0.84,E8
DEL18DT,2019-02-28,0.8,0.75,0.8,0.9,0.8,0.8,0.81,E1
DEL18DT,2019-03-01,0.9,0.9,0.8,0.85,0.8,0.85,0.85,<1
DEL18DT,2019-03-02,0.8,0.9,1,0.95,0.95,0.95,0.93,E2
DEL18DT,2019-03-03,0.85,0.95,0.85,0.9,0.9,0.9,0.89,E1
DEL18DT,2019-03-04,0.9,0.9,0.8,0.9,0.8,0.85,0.86,E3
DEL18DT,2019-03-05,0.85,0.85,0.85,0.9,0.9,0.9,0.88,E4
DEL18DT,2019-03-06,1.1,1,0.95,0.95,0.95,0.9,0.98,E2
DEL18DT,2019-03-07,0.9,0.95,1,1.1,1,1,0.99,E3
DEL18DT,2019-03-08,1,0.95,0.9,0.95,0.9,0.9,0.93,E1
DEL18DT,2019-03-09,1,1,0.95,0.9,0.9,0.85,0.93,E1
DEL18DT,2019-03-10,0.85,0.85,0.9,0.95,1,1,0.93,E1
DEL18DT,2019-03-11,1.1,1.1,0.95,0.95,0.95,1,1.01,E1
DEL18DT,2019-03-12,1.1,1,1,0.95,0.95,1,1,E2
DEL18DT,2019-03-13,1,0.95,0.9,0.95,0.9,0.95,0.94,<1
DEL18DT,2019-03-14,1,1,0.95,1,0.9,0.9,0.96,E1
DEL18DT,2019-03-15,0.9,0.9,0.9,1.1,0.95,1,0.96,E2
DEL18DT,2019-03-16,0.95,1,1.1,1,0.95,0.95,0.99,E3
DEL18DT,2019-03-17,1.1,0.95,0.95,1,0.95,1,0.99,<1
DEL18DT,2019-03-18,1,0.85,0.9,0.95,0.95,0.85,0.92,<1
DEL18DT,2019-03-19,0.85,0.9,0.95,1,0.95,0.9,0.93,<1
DEL18DT,2019-03-20,0.85,0.9,0.9,0.85,0.9,0.9,0.88,<1
DEL18DT,2019-03-21,0.95,0.9,0.9,0.85,0.85,0.9,0.89,<1
DEL18DT,2019-03-22,0.9,0.95,1,0.9,0.95,0.95,0.94,<1
DEL18DT,2019-03-23,0.9,0.95,0.85,0.8,0.95,0.8,0.88,<1
DEL18DT,2019-03-24,0.9,0.9,0.85,0.85,0.8,0.85,0.86,<1
DEL18DT,2019-03-25,0.8,0.9,0.8,0.8,0.8,0.85,0.83,<1
DEL18DT,2019-03-26,0.8,0.8,0.85,0.75,0.8,0.8,0.8,<1
DEL18DT,2019-03-27,0.85,0.8,0.8,0.75,0.85,0.8,0.81,<1
DEL18DT,2019-03-28,0.75,0.8,0.75,0.8,0.75,0.8,0.78,<1
DEL18DT,2019-03-29,0.8,0.8,0.8,0.75,0.8,0.8,0.79,E1
DEL18DT,2019-03-30,0.7,0.8,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2019-03-31,0.75,0.7,0.8,0.65,0.7,0.7,0.72,<1
DEL18DT,2019-03-04,,0.9,0.8,0.9,0.8,0.85,0.85,E3
DEL18DT,2019-03-05,0.85,0.85,0.85,0.9,0.9,0.9,0.88,E4
DEL18DT,2019-03-06,1.1,1,0.95,0.95,0.95,0.9,0.98,E2
DEL18DT,2019-03-07,0.9,0.95,1,1.1,1,1,0.99,E3
DEL18DT,2019-03-08,1,0.95,0.9,0.95,0.9,0.9,0.93,E1
DEL18DT,2019-03-09,1,1,0.95,0.9,0.9,0.85,0.93,E1
DEL18DT,2019-03-10,0.85,0.85,0.9,0.95,1,1,0.93,E1
DEL18DT,2019-03-11,1.1,1.1,0.95,0.95,0.95,1,1.01,E1
DEL18DT,2019-03-12,1.1,1,1,0.95,0.95,1,1,E2
DEL18DT,2019-03-13,1,0.95,0.9,0.95,0.9,0.95,0.94,<1
DEL18DT,2019-03-14,1,1,0.95,1,0.9,0.9,0.96,E1
DEL18DT,2019-03-15,0.9,0.9,0.9,1.1,0.95,1,0.96,E2
DEL18DT,2019-03-16,0.95,1,1.1,1,0.95,0.95,0.99,E3
DEL18DT,2019-03-17,1.1,0.95,0.95,1,0.95,1,0.99,<1
DEL18DT,2019-03-18,1,0.85,0.9,0.95,0.95,0.85,0.92,<1
DEL18DT,2019-03-19,0.85,0.9,0.95,1,0.95,0.9,0.93,<1
DEL18DT,2019-03-20,0.85,0.9,0.9,0.85,0.9,0.9,0.88,<1
DEL18DT,2019-03-21,0.95,0.9,0.9,0.85,0.85,0.9,0.89,<1
DEL18DT,2019-03-22,0.9,0.95,1,0.9,0.95,0.95,0.94,<1
DEL18DT,2019-03-23,0.9,0.95,0.85,0.8,0.95,0.8,0.88,<1
DEL18DT,2019-03-24,0.9,0.9,0.85,0.85,0.8,0.85,0.86,<1
DEL18DT,2019-03-25,0.8,0.9,0.8,0.8,0.8,0.85,0.83,<1
DEL18DT,2019-03-26,0.8,0.8,0.85,0.75,0.8,0.8,0.8,<1
DEL18DT,2019-03-27,0.85,0.8,0.8,0.75,0.85,0.8,0.81,<1
DEL18DT,2019-03-28,0.75,0.8,0.75,0.8,0.75,0.8,0.78,<1
DEL18DT,2019-03-29,0.8,0.8,0.8,0.75,0.8,0.8,0.79,E1
DEL18DT,2019-03-30,0.7,0.8,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2019-03-31,0.75,0.7,0.8,0.65,0.7,0.7,0.72,<1
DEL18DT,2019-04-01,0.75,0.75,0.7,0.7,0.75,0.65,0.72,<1
DEL18DT,2019-04-02,0.7,0.65,0.7,0.7,0.75,0.7,0.7,<1
DEL18DT,2019-04-03,0.7,0.65,0.7,0.65,0.7,0.7,0.68,<1
DEL18DT,2019-04-04,0.7,0.65,0.7,0.8,0.75,0.7,0.72,<1
DEL18DT,2019-04-05,0.65,0.65,0.7,0.65,0.65,0.65,0.66,<1
DEL18DT,2019-04-06,0.6,0.65,0.7,0.65,0.55,0.7,0.64,E1
DEL18DT,2019-04-07,0.7,0.7,0.75,0.65,0.6,0.65,0.68,<1
DEL18DT,2019-04-08,0.7,0.6,0.65,0.65,0.6,0.65,0.64,<1
DEL18DT,2019-04-09,0.6,0.65,0.6,0.65,0.6,0.65,0.63,<1
DEL18DT,2019-04-10,0.6,0.6,0.65,0.55,0.55,0.55,0.58,<1
DEL18DT,2019-04-11,0.6,0.55,0.65,0.6,0.6,0.8,0.63,E1
DEL18DT,2019-04-12,0.65,0.6,0.65,0.65,0.65,0.65,0.64,E1
DEL18DT,2019-04-13,0.6,0.6,0.55,0.65,0.65,0.7,0.63,<1
DEL18DT,2019-04-14,0.7,0.65,0.6,0.65,0.7,0.6,0.65,<1
DEL18DT,2019-04-15,0.65,0.6,0.6,0.6,0.6,0.55,0.6,<1
DEL18DT,2019-04-16,0.55,0.55,0.55,0.65,0.7,0.6,0.6,<1
DEL18DT,2019-04-17,0.65,0.55,0.6,0.6,0.65,0.65,0.62,<1
DEL18DT,2019-04-18,0.6,0.55,0.6,0.6,0.7,0.65,0.62,<1
DEL18DT,2019-04-19,0.6,0.65,0.55,0.6,0.6,0.6,0.6,<1
DEL18DT,2019-04-20,0.65,0.55,0.65,0.65,0.6,0.6,0.62,E1
DEL18DT,2019-04-21,0.6,0.6,0.75,0.55,0.6,0.55,0.61,E2
DEL18DT,2019-04-22,0.7,0.7,0.6,0.6,0.65,0.65,0.65,<1
DEL18DT,2019-04-23,0.65,0.6,0.6,0.75,0.65,0.55,0.63,<1
DEL18DT,2019-04-24,0.6,0.6,0.65,0.65,0.65,0.7,0.64,<1
DEL18DT,2019-04-25,0.65,0.65,0.6,0.6,0.6,0.55,0.61,<1
DEL18DT,2019-04-26,0.6,0.6,0.65,0.65,0.65,0.65,0.63,<1
DEL18DT,2019-04-27,0.6,0.55,0.65,0.6,0.7,0.6,0.62,<1
DEL18DT,2019-04-28,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E2
DEL18DT,2019-04-29,0.7,0.65,0.75,0.65,0.8,0.75,0.72,E1
DEL18DT,2019-04-30,0.8,0.8,0.75,0.75,0.75,0.75,0.77,E2
DEL18DT,2019-05-01,0.8,0.8,0.7,0.7,0.7,0.7,0.73,<1
DEL18DT,2019-05-02,0.7,0.75,0.75,0.6,0.75,0.75,0.72,<1
DEL18DT,2019-05-03,0.7,0.75,0.75,,,,0.73,
DEL18DT,2019-04-05,,0.65,0.7,0.65,0.65,0.65,0.66,<1
DEL18DT,2019-04-06,0.6,0.65,0.7,0.65,0.55,0.7,0.64,E1
DEL18DT,2019-04-07,0.7,0.7,0.75,0.65,0.6,0.65,0.68,<1
DEL18DT,2019-04-08,0.7,0.6,0.65,0.65,0.6,0.65,0.64,<1
DEL18DT,2019-04-09,0.6,0.65,0.6,0.65,0.6,0.65,0.63,<1
DEL18DT,2019-04-10,0.6,0.6,0.65,0.55,0.55,0.55,0.58,<1
DEL18DT,2019-04-11,0.6,0.55,0.65,0.6,0.6,0.8,0.63,E1
DEL18DT,2019-04-12,0.65,0.6,0.65,0.65,0.65,0.65,0.64,E1
DEL18DT,2019-04-13,0.6,0.6,0.55,0.65,0.65,0.7,0.63,<1
DEL18DT,2019-04-14,0.7,0.65,0.6,0.65,0.7,0.6,0.65,<1
DEL18DT,2019-04-15,0.65,0.6,0.6,0.6,0.6,0.55,0.6,<1
DEL18DT,2019-04-16,0.55,0.55,0.55,0.65,0.7,0.6,0.6,<1
DEL18DT,2019-04-17,0.65,0.55,0.6,0.6,0.65,0.65,0.62,<1
DEL18DT,2019-04-18,0.6,0.55,0.6,0.6,0.7,0.65,0.62,<1
DEL18DT,2019-04-19,0.6,0.65,0.55,0.6,0.6,0.6,0.6,<1
DEL18DT,2019-04-20,0.65,0.55,0.65,0.65,0.6,0.6,0.62,E1
DEL18DT,2019-04-21,0.6,0.6,0.75,0.55,0.6,0.55,0.61,E2
DEL18DT,2019-04-22,0.7,0.7,0.6,0.6,0.65,0.65,0.65,<1
DEL18DT,2019-04-23,0.65,0.6,0.6,0.75,0.65,0.55,0.63,<1
DEL18DT,2019-04-24,0.6,0.6,0.65,0.65,0.65,0.7,0.64,<1
DEL18DT,2019-04-25,0.65,0.65,0.6,0.6,0.6,0.55,0.61,<1
DEL18DT,2019-04-26,0.6,0.6,0.65,0.65,0.65,0.65,0.63,<1
DEL18DT,2019-04-27,0.6,0.55,0.65,0.6,0.7,0.6,0.62,<1
DEL18DT,2019-04-28,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E2
DEL18DT,2019-04-29,0.7,0.65,0.75,0.65,0.8,0.75,0.72,E1
DEL18DT,2019-04-30,0.8,0.8,0.75,0.75,0.75,0.75,0.77,E2
DEL18DT,2019-05-01,0.8,0.8,0.7,0.7,0.7,0.7,0.73,<1
DEL18DT,2019-05-02,0.7,0.75,0.75,0.6,0.75,0.75,0.72,<1
DEL18DT,2019-05-03,0.7,0.75,0.75,0.75,0.65,0.8,0.73,<1
DEL18DT,2019-05-04,0.6,0.65,0.75,0.7,0.75,0.7,0.69,<1
DEL18DT,2019-05-05,0.7,0.8,0.7,0.8,0.85,0.75,0.77,<1
DEL18DT,2019-05-06,0.75,0.8,0.7,0.8,0.8,0.7,0.76,<1
DEL18DT,2019-05-07,0.8,0.75,0.8,0.8,0.75,0.75,0.78,E1
DEL18DT,2019-05-08,0.7,0.65,0.7,0.8,0.75,0.6,0.7,<1
DEL18DT,2019-05-09,0.7,0.65,0.7,0.75,0.65,0.55,0.67,E1
DEL18DT,2019-05-10,0.55,0.65,0.65,0.75,0.65,0.75,0.67,<1
DEL18DT,2019-05-11,0.7,0.65,0.75,0.75,0.85,0.8,0.75,<1
DEL18DT,2019-05-12,0.7,0.65,0.7,0.75,0.75,0.65,0.7,<1
DEL18DT,2019-05-13,0.6,0.75,0.75,0.7,0.7,0.65,0.69,E1
DEL18DT,2019-05-14,0.65,0.65,0.7,0.85,0.75,0.65,0.71,<1
DEL18DT,2019-05-15,0.75,0.75,0.75,0.7,0.65,0.65,0.71,E5
DEL18DT,2019-05-16,0.7,0.8,0.75,0.85,0.85,0.8,0.79,E3
DEL18DT,2019-05-17,0.75,0.8,0.75,0.8,0.8,0.85,0.79,E1
DEL18DT,2019-05-18,0.75,0.8,0.85,0.85,0.85,0.7,0.8,E2
DEL18DT,2019-05-19,0.85,0.75,0.8,0.8,0.8,0.85,0.81,E4
DEL18DT,2019-05-20,0.8,0.85,0.7,0.85,0.85,0.9,0.83,E3
DEL18DT,2019-05-21,0.85,0.75,0.7,0.8,0.75,0.8,0.78,E3
DEL18DT,2019-05-22,0.75,0.85,0.8,0.85,0.85,0.8,0.82,E3
DEL18DT,2019-05-23,0.75,0.9,0.8,0.8,0.9,0.9,0.84,<1
DEL18DT,2019-05-24,0.85,0.8,0.9,0.85,0.8,0.85,0.84,<1
DEL18DT,2019-05-25,0.7,0.85,0.8,0.85,0.85,0.85,0.82,<1
DEL18DT,2019-05-26,0.8,0.85,0.8,0.8,0.85,0.8,0.82,E1
DEL18DT,2019-05-27,0.8,0.8,0.75,0.75,0.75,0.8,0.78,E3
DEL18DT,2019-05-28,0.8,0.85,0.8,0.75,0.8,0.8,0.8,E1
DEL18DT,2019-05-29,0.8,0.75,0.8,0.85,0.75,0.8,0.79,<1
DEL18DT,2019-05-30,0.8,0.8,0.8,0.8,0.7,0.75,0.78,E1
DEL18DT,2019-05-31,0.8,0.85,0.8,0.8,0.8,0.8,0.81,E2
DEL18DT,2019-06-01,0.8,0.8,0.8,0.75,0.85,0.85,0.81,E5
DEL18DT,2019-06-02,0.8,0.85,0.75,0.7,0.75,1,0.81,E4
DEL18DT,2019-06-03,0.85,0.75,0.8,0.8,0.75,0.85,0.8,E2
DEL18DT,2019-06-04,0.8,0.75,0.8,,,,0.78,
DEL18DT,2019-06-01,0.8,0.8,0.8,0.75,0.85,0.85,0.81,E5
DEL18DT,2019-06-02,0.8,0.85,0.75,0.7,0.75,1,0.81,E4
DEL18DT,2019-06-03,0.85,0.75,0.8,0.8,0.75,0.85,0.8,E2
DEL18DT,2019-06-04,0.8,0.75,0.8,0.75,0.75,0.75,0.77,E2
DEL18DT,2019-06-05,0.75,0.8,0.8,0.8,0.75,0.7,0.77,E1
DEL18DT,2019-06-06,0.8,0.75,0.75,0.7,0.65,0.7,0.73,<1
DEL18DT,2019-06-07,0.75,0.65,0.75,0.7,0.65,0.75,0.71,<1
DEL18DT,2019-06-08,0.7,0.75,0.7,0.7,0.8,0.75,0.73,<1
DEL18DT,2019-06-09,0.75,0.75,0.75,0.7,0.65,0.7,0.72,E1
DEL18DT,2019-06-10,0.65,0.65,0.65,0.6,0.6,0.6,0.63,<1
DEL18DT,2019-06-11,0.7,0.6,0.65,0.6,0.6,0.75,0.65,<1
DEL18DT,2019-06-12,0.65,0.65,0.6,0.65,0.65,0.65,0.64,<1
DEL18DT,2019-06-13,0.65,0.65,0.65,0.75,0.65,0.6,0.66,E2
DEL18DT,2019-06-14,0.65,0.7,0.7,0.65,0.65,0.65,0.67,<1
DEL18DT,2019-06-15,0.65,0.7,0.7,0.65,0.75,0.75,0.7,E1
DEL18DT,2019-06-16,0.65,0.7,0.7,0.7,0.65,0.75,0.69,<1
DEL18DT,2019-06-17,0.65,0.65,0.75,0.6,0.65,0.6,0.65,<1
DEL18DT,2019-06-18,0.75,0.7,0.7,0.65,0.7,0.65,0.69,E6
DEL18DT,2019-06-19,0.65,0.65,0.7,0.65,0.7,0.7,0.68,E1
DEL18DT,2019-06-20,0.75,0.7,0.7,0.65,0.65,0.65,0.68,E2
DEL18DT,2019-06-21,0.65,0.6,0.6,0.55,0.6,0.7,0.62,E1
DEL18DT,2019-06-22,0.6,0.6,0.6,0.6,0.65,0.55,0.6,E4
DEL18DT,2019-06-23,0.65,0.65,0.65,0.65,0.65,0.65,0.65,E1
DEL18DT,2019-06-24,0.6,0.65,0.7,0.65,0.65,0.7,0.66,E1
DEL18DT,2019-06-25,0.65,0.6,0.65,0.6,0.6,0.6,0.62,E2
DEL18DT,2019-06-26,0.7,0.65,0.65,0.75,0.6,0.65,0.67,E1
DEL18DT,2019-06-27,0.8,0.75,0.7,0.7,0.6,0.75,0.72,E1
DEL18DT,2019-06-28,0.65,0.7,0.7,0.65,0.65,0.65,0.67,<1
DEL18DT,2019-06-29,0.7,0.65,0.65,0.75,0.65,0.7,0.68,E1
DEL18DT,2019-06-30,0.65,0.7,0.75,0.8,0.85,0.75,0.75,E1
DEL18DT,2019-07-01,0.8,0.8,0.75,0.7,0.7,0.65,0.73,E3
DEL18DT,2019-07-02,0.65,0.65,0.65,0.75,0.75,0.85,0.72,E3
DEL18DT,2019-07-03,0.75,0.75,0.75,0.7,0.7,0.7,0.73,E1
DEL18DT,2019-07-04,0.65,0.75,0.7,0.85,0.65,0.75,0.73,<1
DEL18DT,2019-07-05,0.75,0.7,0.75,0.6,0.7,0.65,0.69,E2
DEL18DT,2019-07-06,0.65,0.65,0.65,0.65,0.7,0.7,0.67,E1
DEL18DT,2019-07-07,0.75,0.7,0.7,0.7,0.75,0.7,0.72,<1
DEL18DT,2019-07-08,0.7,0.6,0.65,0.6,0.6,0.65,0.63,E2
DEL18DT,2019-07-09,0.65,0.6,0.6,0.65,0.7,0.6,0.63,E1
DEL18DT,2019-07-10,0.65,0.7,0.65,0.65,0.6,0.7,0.66,E2
DEL18DT,2019-07-11,0.6,0.6,0.65,0.55,0.6,0.6,0.6,<1
DEL18DT,2019-07-12,0.6,0.65,0.65,0.6,0.6,0.6,0.62,E1
DEL18DT,2019-07-13,0.55,0.55,0.55,0.55,0.6,0.55,0.56,E1
DEL18DT,2019-07-14,0.6,0.55,0.55,0.6,0.6,0.65,0.59,<1
DEL18DT,2019-07-15,0.65,0.6,0.65,0.6,0.65,0.7,0.64,<1
DEL18DT,2019-07-16,0.6,0.65,0.55,0.7,0.75,0.7,0.66,E1
DEL18DT,2019-07-17,0.7,0.6,0.75,0.7,0.55,0.65,0.66,<1
DEL18DT,2019-07-18,0.6,0.55,0.5,0.5,0.5,0.5,0.53,<1
DEL18DT,2019-07-19,0.45,0.5,0.55,0.55,0.6,0.6,0.54,<1
DEL18DT,2019-07-20,0.6,0.75,0.6,0.65,0.6,0.55,0.63,E2
DEL18DT,2019-07-21,0.75,0.55,0.65,0.75,0.65,0.7,0.68,E3
DEL18DT,2019-07-22,0.65,0.55,0.6,0.6,0.55,0.5,0.58,<1
DEL18DT,2019-07-23,0.5,0.5,0.5,0.45,0.5,0.5,0.49,E7
DEL18DT,2019-07-24,0.55,0.6,0.7,0.5,0.5,0.55,0.57,<1
DEL18DT,2019-07-25,0.5,0.5,0.6,0.6,0.6,0.6,0.57,E2
DEL18DT,2019-07-26,0.6,0.65,0.6,0.65,0.65,0.55,0.62,E1
DEL18DT,2019-07-27,0.55,0.55,0.6,0.55,0.65,0.6,0.58,<1
DEL18DT,2019-07-28,0.65,0.6,0.65,0.7,0.75,0.55,0.65,<1
DEL18DT,2019-07-29,0.65,0.7,0.65,0.65,0.7,0.7,0.68,E1
DEL18DT,2019-07-30,0.7,0.55,0.65,0.6,0.65,0.65,0.63,<1
DEL18DT,2019-07-31,0.65,0.7,0.65,0.7,0.75,0.7,0.69,<1
DEL18DT,2019-07-01,0.8,0.8,0.75,0.7,0.7,0.65,0.73,E3
DEL18DT,2019-07-02,0.65,0.65,0.65,0.75,0.75,0.85,0.72,E3
DEL18DT,2019-07-03,0.75,0.75,0.75,0.7,0.7,0.7,0.73,E1
DEL18DT,2019-07-04,0.65,0.75,0.7,0.85,0.65,0.75,0.73,<1
DEL18DT,2019-07-05,0.75,0.7,0.75,0.6,0.7,0.65,0.69,E2
DEL18DT,2019-07-06,0.65,0.65,0.65,0.65,0.7,0.7,0.67,E1
DEL18DT,2019-07-07,0.75,0.7,0.7,0.7,0.75,0.7,0.72,<1
DEL18DT,2019-07-08,0.7,0.6,0.65,0.6,0.6,0.65,0.63,E2
DEL18DT,2019-07-09,0.65,0.6,0.6,0.65,0.7,0.6,0.63,E1
DEL18DT,2019-07-10,0.65,0.7,0.65,0.65,0.6,0.7,0.66,E2
DEL18DT,2019-07-11,0.6,0.6,0.65,0.55,0.6,0.6,0.6,<1
DEL18DT,2019-07-12,0.6,0.65,0.65,0.6,0.6,0.6,0.62,E1
DEL18DT,2019-07-13,0.55,0.55,0.55,0.55,0.6,0.55,0.56,E1
DEL18DT,2019-07-14,0.6,0.55,0.55,0.6,0.6,0.65,0.59,<1
DEL18DT,2019-07-15,0.65,0.6,0.65,0.6,0.65,0.7,0.64,<1
DEL18DT,2019-07-16,0.6,0.65,0.55,0.7,0.75,0.7,0.66,E1
DEL18DT,2019-07-17,0.7,0.6,0.75,0.7,0.55,0.65,0.66,<1
DEL18DT,2019-07-18,0.6,0.55,0.5,0.5,0.5,0.5,0.53,<1
DEL18DT,2019-07-19,0.45,0.5,0.55,0.55,0.6,0.6,0.54,<1
DEL18DT,2019-07-20,0.6,0.75,0.6,0.65,0.6,0.55,0.63,E2
DEL18DT,2019-07-21,0.75,0.55,0.65,0.75,0.65,0.7,0.68,E3
DEL18DT,2019-07-22,0.65,0.55,0.6,0.6,0.55,0.5,0.58,<1
DEL18DT,2019-07-23,0.5,0.5,0.5,0.45,0.5,0.5,0.49,E7
DEL18DT,2019-07-24,0.55,0.6,0.7,0.5,0.5,0.55,0.57,<1
DEL18DT,2019-07-25,0.5,0.5,0.6,0.6,0.6,0.6,0.57,E2
DEL18DT,2019-07-26,0.6,0.65,0.6,0.65,0.65,0.55,0.62,E1
DEL18DT,2019-07-27,0.55,0.55,0.6,0.55,0.65,0.6,0.58,<1
DEL18DT,2019-07-28,0.65,0.6,0.65,0.7,0.75,0.55,0.65,<1
DEL18DT,2019-07-29,0.65,0.7,0.65,0.65,0.7,0.7,0.68,E1
DEL18DT,2019-07-30,0.7,0.55,0.65,0.6,0.65,0.65,0.63,<1
DEL18DT,2019-07-31,0.65,0.7,0.65,0.7,0.75,0.7,0.69,<1
DEL18DT,2019-08-01,0.65,0.6,0.6,0.6,0.6,0.6,0.61,E4
DEL18DT,2019-08-02,0.6,0.6,0.6,0.65,0.7,0.65,0.63,<1
DEL18DT,2019-08-03,0.6,0.65,0.65,0.8,0.75,0.75,0.7,E1
DEL18DT,2019-08-04,0.65,0.7,0.65,0.7,0.6,0.65,0.66,E1
DEL18DT,2019-08-05,0.6,0.7,0.65,0.6,0.7,0.7,0.66,E4
